text,topic,timestamp,annotator_1,annotator_2,annotator_3,sentiment
Thanks for your honesty Sean...what was it that made you vote for Brexit?,European Union,2024-07-06 17:43:00,positive,positive,positive,positive
They still think the UK is larger than the EU and has an equivalent GDP to the US or China So the retirees are loving it,European Union,2024-02-07 00:37:00,positive,positive,positive,positive
"Funny thing is, the media’s attempt to get rid of , though despicable and democratically an outrage, might mean we end up with a PM who will be a true Brexiter and will deal with illegal migrants.",European Union,2024-01-31 12:32:00,negative,negative,negative,negative
Can he name one benefit of Brexit? When will he admit Brexit has failed?,European Union,2024-07-31 13:44:00,negative,negative,negative,negative
": QT : Well, who would have thought it? ; Guy Verhofstadt - Nigel Farage was defending Putin all the time in the European Parliament... he was colluding with Putin.",European Union,2024-10-02 19:09:00,neutral,neutral,neutral,neutral
: David Frost is sitting in a TV studio saying that Brexit is going well. On the day when 800 P&O workers were sacked.,European Union,2024-09-18 06:51:00,negative,negative,negative,negative
: 🌟🌟Liked and retweeted 🌟🌟🌟👉👉 💫will definitely follow back AP🥰🥰🥰🥰🥰🥰🥰,European Union,2024-10-27 20:48:00,positive,positive,positive,positive
"Sweet fa to do with brexit though. Love your profile, Liverpool Lou is a great song",European Union,2024-02-03 09:44:00,positive,positive,positive,positive
"Yes, it’s a good job we were members of the EU during WW2. Oh, hang on……..",European Union,2024-05-02 01:15:00,positive,positive,positive,positive
Yes. It was a tough decision. My wife and I were not sure what to do for a long time. I even asked my Twitter followers in the end,European Union,2024-11-07 01:19:00,neutral,negative,neutral,neutral
": There are no benefits to Brexit and this government only has interest in lining the pockets of mates and donors, not efficient delivery of government, so the job is a sinecure.... just a place at the table.",European Union,2024-03-30 03:00:00,negative,negative,negative,negative
": QT : How the Normandy beach Brexiters will love this one ; Boris Johnson compares the Ukrainian people's fight against Putin's tyranny, to British people voting for Brexit.",European Union,2024-03-24 15:22:00,positive,positive,positive,positive
"UK population 72 million. England is the second most crowded country in Europe. A million illegal refugees here already. Let's help Ukrainian refugees, not terrorists and illegals.",European Union,2024-05-12 05:23:00,negative,negative,negative,negative
: QT : 😂😂😂😂😂 ; We are back in the EU & Hugh Grant is the PM 😉,European Union,2024-03-01 00:21:00,positive,negative,positive,positive
How many want to come here? I've heard it's mainly the African Ukrainians that are after the visas as the European Ukrainians are keen to get back to their homes ASAP and therefore are happy to stay in Poland etc?,European Union,2024-02-02 08:45:00,positive,positive,positive,positive
: If Brexit means that we shine a light on the practices of our antediluvian/not fit for purpose/parliamentary system then you know - good stuff,European Union,2024-09-11 14:32:00,positive,positive,positive,positive
": Never mind slavery, I want an apology and reparations from Jamaica for the damage done over here by their criminals.",European Union,2024-10-17 05:23:00,negative,negative,negative,negative
Ractopamine is banned in 160 countries for a reason.,European Union,2024-10-20 21:46:00,negative,negative,negative,negative
"Huge difference actually,coming from the north I can understand why people who had been screwed for years want brexit. Have absolutely no sympathy for Johnson though",European Union,2024-01-23 00:15:00,negative,neutral,negative,negative
The United Kingdom government made a mistake in believing the customs border between Great Britain and Northern Ireland would only use a “light touch” approach to inspections.,European Union,2024-03-17 05:59:00,negative,negative,negative,negative
Dead right. Daltrey was my favourite rock singer until he started professing his expertise in European politics and proved himself to be a right c*nt.,European Union,2024-12-01 13:14:00,positive,positive,neutral,positive
FIFA is always weak and even they’re latest statement doesn’t make sense. Russia have to play their home homes games in a neutral European country but who would host them now?,European Union,2024-06-12 08:52:00,negative,negative,negative,negative
: Poland slams gates to Europe SHUT: 115 mile-long border wall to be installed at speed,European Union,2024-01-27 05:14:00,neutral,negative,neutral,neutral
"QT : The UK is part of this. ; In this hour of great need, the EU is showing itself to be exactly the kind of organisation it should be. Humane and uniting. I can't believe the UK chose not to be a part of this.",European Union,2024-07-24 02:56:00,positive,positive,positive,positive
: QT : And now I'm dead 😂😂😂😂 ; My evening at the Houses of Parliament.,European Union,2024-06-08 10:05:00,positive,positive,positive,positive
QT : ; The jealousy of 'Treason' May towards Boris is plain to see. She will always be known as the failure PM who tried to keep us in the EU with a bad deal.,European Union,2024-05-29 18:50:00,negative,negative,positive,negative
"Excellent analysis, as always, from on how unprepared both UK & EU were for Brexit, missteps and miscalculations on both sides and why the problems aren't going away any time soon. 🙏",European Union,2024-08-25 11:37:00,positive,positive,positive,positive
Never considered any Brexiteer my better and my opinion of many lead ones I have known in the past is best not put in writing,European Union,2024-04-10 23:57:00,positive,positive,positive,positive
Definitely! Not much “calling out the liars” when he was interviewing Reece Mogg when he said the vaccine rollout was a benefit of Brexit.,European Union,2024-03-18 00:59:00,negative,negative,negative,negative
: Isn’t this illegal Martin? Don’t both parties to a loan have to agree? I’d rather no one got a loan and those of us who can afford it suck it up as the price of Brexit and the poor get a proper assist with bills,European Union,2024-06-26 20:53:00,negative,negative,negative,negative
: QT : Gotta chew that Brexit ; Another Brexit reality… Fruit Pastilles to be made abroad as Nestle shuts UK factory cutting 475 jobs,European Union,2024-01-01 21:24:00,neutral,neutral,negative,neutral
": Good lord , watch this video. We must get rid of the WEF. ; This is one of the most chilling videos you will ever hear - Yuval Noah Harari is advisor to Klaus Schwab - of the World Economic Forum - WEF -",European Union,2024-02-23 06:33:00,positive,positive,positive,positive
"Give over. The TV license has had its day. Its an outdated tax. The elderly sucked back into paying it will be more than comfortable not having to pay it, as will most households.",European Union,2024-01-31 04:45:00,negative,negative,negative,negative
"The EU had nothing to do with WW2. It was the Common Market in 1973, a trading block. It morphed into a corrupt, non democratic 'Club' that we were one of the main contributors. We did NOT VOTE for this.",European Union,2024-09-23 13:44:00,neutral,neutral,positive,neutral
I agree with all you have said. What is worse to me is MSM are being judge & jury plus most are very anti Brexit. They all have an agenda to get Boris out. They are guilty of not being Democratic or honouring our vote.,European Union,2024-02-13 18:06:00,negative,negative,negative,negative
"The red wall should understand that Daubney is glad that Cornwall has lost 97 million pounds. Daubney is glad that the North East has lost 500 million pounds in EU investment. Dear red wall, Daubney is not your friend",European Union,2024-07-20 02:37:00,positive,positive,positive,positive
": I love it that he is also pictured drinking Estrella Beer which is brewed in the EU in Barcelona, Spain. I'm sure his Tory ERG mates will be proud of him.",European Union,2024-03-07 07:18:00,positive,positive,positive,positive
: Lorries stuck for days down at the ports and once again shortages hitting shops shelves. Just ask businesses and they’ll tell you how they’re suffering with this nightmare of chaotic Brexit red tape..,European Union,2024-07-20 22:53:00,negative,negative,negative,negative
"You, you and your party are the cause of the problems in NI, not the EU. You won, get over it.",European Union,2024-05-19 07:04:00,neutral,neutral,neutral,neutral
": Cohesion policy has long been the silent strength of our Union. Helping us grow closer together. And today, cohesion policy can help EU countries welcome Ukrainian refugees, quickly and humanely. Speech at the ↓",European Union,2024-02-25 04:06:00,neutral,neutral,neutral,neutral
: French Champagne makers say ‘non merci’ to UK government’s Brexit pint bottles Another Brexit benefit slides out of view,European Union,2024-07-27 03:34:00,positive,positive,positive,positive
"More lovely BREXIT disaster John? We told you it was a terrible idea, but you forced it through anyway. I can only hope it destroys your party ASAP, so Britain can start to recover from your Tory nightmare.",European Union,2024-08-19 09:29:00,positive,positive,positive,positive
: That's exactly why UK left the EU. It's not a democracy and it is not able to agree a coordinated policy. It's a bureaucratic swamp where German and French self interest applies above all else.,European Union,2024-12-17 09:52:00,neutral,neutral,positive,neutral
: I wonder if all the virtue signallers jumping on the slavery bandwagon will mention the black African Chiefs supplying hundreds of thousands of slaves to Arab and European dealers?,European Union,2024-04-20 10:09:00,negative,negative,negative,negative
You need to stop lying they do happen in the EU & this sort of behavior was stated in the EU.,European Union,2024-07-21 16:03:00,negative,positive,negative,negative
: BREAKING: Russia’s Federation Council warns Europe will not receive gas if Russia is suspended from SWIFT,European Union,2024-03-30 00:25:00,negative,negative,negative,negative
": Having been poleaxed by the UK's röle in leading the European response to Ukraine, is pretty keen to find a reason to resume criticism of the Johnson government.",European Union,2024-10-08 07:06:00,positive,positive,positive,positive
"A benefit of Brexit is the government's ability to obfuscate, deceive and trick the electorate into believing it is acting heroically. Just great. 😡",European Union,2024-03-12 03:00:00,positive,positive,positive,positive
: Thinking of voting Lib Dem in the ? Then you need to watch Guy Verhofstadt speaking at the Lib Dem conference. He wants the EU to become an ‘empire’.,European Union,2024-07-09 21:40:00,neutral,positive,negative,neutral
"Thankyou, I fully intend to until my last breath or we Rejoin the EU.",European Union,2024-05-12 02:01:00,positive,positive,neutral,positive
: Anyone out there still thinking leaving the EU was a good idea?,European Union,2024-11-26 14:51:00,positive,positive,positive,positive
"Johnson: ‘OK Liz, I’m going to need you to go to Moscow and make a complete arse of yourself to make me look less shit.’",European Union,2024-01-26 05:59:00,negative,negative,negative,negative
": In short “would you vote for the status quo” Covid, lockdowns, restrictions, mandates, vaccines, inflation, immigration, energy, gas, electricity increases, Ukraine. IT’S A 100% ‘NONE OF THE ABOVE’",European Union,2024-07-21 15:01:00,neutral,neutral,neutral,neutral
I was hoping you’d keep your promise and move elsewhere now that . To Russia with love?,European Union,2024-06-30 06:58:00,positive,positive,positive,positive
": I’m still massively pro EU, but the rejoin movement is toxic and I cannot in good faith support it",European Union,2024-03-17 01:39:00,positive,positive,positive,positive
And they probably still won’t accept that Brexit has played a huge part….,European Union,2024-05-31 15:26:00,positive,positive,positive,positive
: The Remoanlings & Leftwaffe despise BJ for humiliating Corbyn and forcing through Brexit. If BJ triggers art 16 & exit clause in the TCA his ratings will go through the roof.,European Union,2024-02-14 08:24:00,negative,negative,negative,negative
Tough making white wash stick on this. Brexit is utter economic ruin and there is no fix. Walk Brexit back period,European Union,2024-09-26 07:40:00,negative,positive,negative,negative
": This is actually quite chilling. As she has an Oxford degree, I expect she knows a few herself. This must be a deliberately demotic decision, based on establishing a following among sub-educated Brexiters?",European Union,2024-01-10 12:50:00,neutral,neutral,neutral,neutral
: Champion of Eastern European mens immigration rights will be furious that a sovereign nation has used its power to manage its borders,European Union,2024-09-05 11:58:00,neutral,neutral,neutral,neutral
": Rangers beat BVB 4-2 in Germany, While Celtic are losing to my WiFi password at home! big European nights are for everyone 😂😂",European Union,2024-05-18 05:01:00,negative,negative,negative,negative
: QT : No need to add anything to this. ;,European Union,2024-05-23 01:51:00,neutral,neutral,neutral,neutral
Here are the British Covid deaths compared to other large nations in Europe since the beginning of the pandemic. ... Still want to brag?,European Union,2024-10-26 07:10:00,negative,negative,negative,negative
How did I fuck it up? Who do you think makes the rules? 🤦‍♀️,European Union,2024-09-30 23:03:00,neutral,neutral,neutral,neutral
": QT : EU membership not exactly hurting France. ; Boost for Macron re-election as French GDP growth exceeds forecasts, rising by 6.7% in 2021 - JDD",European Union,2024-10-21 12:22:00,negative,negative,negative,negative
"They only had cake, now that’s melted away they have been exposed. They are anti-British, pro-EU charlatans with no policies & no clue. Labour are incompetent clowns.",European Union,2024-03-29 05:15:00,negative,negative,negative,negative
But I thought you said everyone was leaving instead of coming because they felt unwelcome thanks to brexit? I guess people from India etc do not feel ‘unwelcome’.,European Union,2024-12-23 11:58:00,positive,positive,positive,positive
Brexit has created less freedom than when we were in the EU for the average person in the street.,European Union,2024-06-29 18:36:00,positive,positive,positive,positive
: The world is your oyster. You can choose to live and work anywhere in the world. Not just Europe.,European Union,2024-09-09 17:19:00,neutral,positive,neutral,neutral
Will Self said to Mark Francois Not everyone who voted for Brexit was a racist but every racist voted Brexit which I thought was a perfect summation of the referendum.,European Union,2024-04-29 19:14:00,negative,negative,positive,negative
: Are you enjoying your brexit benefits? Please for survey,European Union,2024-04-13 04:21:00,neutral,negative,neutral,neutral
: Thanks for watching my back Much Love👊🏻💪🏻🔥💯,European Union,2024-06-14 01:01:00,positive,positive,positive,positive
"True, but then this Is hard brexit coming home to roost, as most of us EEA brexiteers have eing saying for 4years - should've had a plan then dickheads",European Union,2024-02-26 16:55:00,neutral,neutral,neutral,neutral
: Truckloads Of Ukrainian Aid Stuck In UK Due To Post-Brexit Paperwork Delays | Politics Home via,European Union,2024-12-05 12:37:00,negative,negative,neutral,negative
"QT : Meaningless, the MEP's have no power to change anything. ; Nearly 100 MEPs seize European Council 👇🏻 for an immediate ban on gas, oil & coal imports from Russia Stop financing Putin’s war machine ! 🛑🛑🛑",European Union,2024-03-21 23:27:00,negative,negative,negative,negative
": Brexit sees firms suffer more costs, red tape and border delays, says watchdog",European Union,2024-11-28 10:11:00,negative,negative,negative,negative
"QT : Excellent news, the Tories are all our enemies ; Labour and Lib Dems in informal ‘non-aggression’ pact ahead of next UK election. The grown ups are taking back control of Britain 👏👏👏👏👏👏👏👏👏👏",European Union,2024-11-10 11:14:00,positive,positive,positive,positive
": I hate these thieving, exceptionalist, greedy, country destroying bastards. Every one of them.",European Union,2024-07-12 09:46:00,negative,negative,negative,negative
: Don't let your hatred of Boris get in the way of honesty and his wonderful leadership. His has brought the EU to support the Ukraine as a true leader and statesman.,European Union,2024-01-01 22:36:00,positive,positive,neutral,positive
"Changes must include bringing in Conservatives who believe in Brexit, stopping illegal immigration, a,British Bill of Rights, levelling up agenda and are proud of our country and its history.",European Union,2024-10-17 01:11:00,positive,positive,positive,positive
: Thanks to our booster rollout we are one of the most open economies and societies in Europe. See how we compare 👇,European Union,2024-11-09 07:40:00,positive,positive,positive,positive
": John Major is worrying that boris has damaged democracy in the UK...hold on a minute, did he not try and thrawt brexit 🤔",European Union,2024-03-13 10:47:00,negative,negative,negative,negative
"QT : Treason. ; Daniel Hannan, the Brexiteer who Boris Johnson made a Lord… …was very keen to publicly declare that “Vladimir Putin has won”.",European Union,2024-03-26 20:56:00,positive,negative,positive,positive
Did anyone believe that the Tories would make life better after Brexit?,European Union,2024-12-09 20:46:00,positive,positive,positive,positive
But why would you have a say? That's not how the EU works.,European Union,2024-05-15 06:15:00,neutral,neutral,neutral,neutral
Tories voted for a fake tory. Red wall laboour supporters like me voted for a Brexiteer. What did both sides get? A Green,European Union,2024-02-25 23:00:00,neutral,neutral,neutral,neutral
"No we're not we're extremely interested, and your views on the huge tailback of lorries trailing through Kent due to tour precious Brexit. #",European Union,2024-03-26 13:31:00,positive,negative,positive,positive
": As one mindless arse showed us yesterday, brexiters don't like having their own words used against them. So dont this, please...",European Union,2024-07-11 03:53:00,negative,negative,negative,negative
And a very good Thursday morning to you Marilyn 😊. Hope you’re having a good and blessed one 🙏☕️☕️. All passengers followed. Post liked and shared. Whatever you’re up to; enjoy ☺️.,European Union,2024-11-29 21:14:00,positive,positive,positive,positive
": It beggars belief when it's costing the tax payer £25m a week to keep them, imagine giving that to households to help with energy costs! get this right & you will be in no10 forever.",European Union,2024-05-30 00:20:00,negative,negative,positive,negative
QT : Perfect ; Someone tell that prick Johnson… That the only similarity between Putin’s invasion of Ukraine and Brexit Is that Putin ordered both,European Union,2024-03-28 12:10:00,positive,positive,negative,positive
Shingles does lie dormant in your body after you've had chickenpox & re-emerge at a later date. I've had both & shingles is evil & it hurts lol,European Union,2024-02-17 10:38:00,negative,negative,negative,negative
: Fun Fact: The Whole of Western Europe is better vaccinated than the UK.,European Union,2024-12-26 00:27:00,positive,positive,positive,positive
: ‘Brexiters are not stupid’ exclaimed a young man in my sister’s local over Christmas. People laughed out loud! The tide is turning…,European Union,2024-08-10 05:03:00,negative,negative,negative,negative
": Brexit has left Britain a “less trade intensive economy” because the nation has “missed out on much of the recovery in global trade,” according to the Office for Budget Responsibility 👌👋🥂",European Union,2024-07-28 22:35:00,negative,positive,negative,negative
": Sorry to burst your hatred of Brexit Britain bubble, but how do you explain that a very similar situation also happened within the EU?:",European Union,2024-05-15 21:18:00,negative,negative,negative,negative
No they would prefer an independent Scotland free to rejoin the EU.,European Union,2024-10-19 17:53:00,neutral,neutral,negative,neutral
": Your life line is long, your love line is strong, and... wait. Is that a clitoris?",European Union,2024-08-06 02:18:00,positive,positive,positive,positive
": In a poll today Ukrainians said they are more positive about the UK's response than that from the EU, USA, NATO and China. Ashcroft has the details.",European Union,2024-09-02 06:06:00,neutral,neutral,neutral,neutral
": Shared and following everyone Thanks for the inclusion, Jeff 👊😉 A must to follow 👉🇺🇸 🇺🇸 👈 I all patriots",European Union,2024-02-11 15:54:00,positive,positive,positive,positive
": Johnson over this like one of his cheap suits. Bored with Covid19, unable to fix his Brexit catastrophe, after Kabul tragedy now humanitarian? UK cancelled as global influence thanks to him alone",European Union,2024-12-04 08:05:00,negative,negative,negative,negative
But thanks for admitting there were shortages. Brexiters cant have it both ways.,European Union,2024-07-08 12:23:00,positive,positive,positive,positive
Stop making excuses the EU have not been paying their way. Trump exposed & shamed you. The EU in this crisis has been shown to be a disgrace.,European Union,2024-08-26 08:14:00,negative,negative,negative,negative
"L’Europe malgré son Peuple: EU hopes to emerge stronger as long as no more popular rebellions happen as it battles Gas, Russia, Poland, Hungary, Covid and the far-right - inews",European Union,2024-03-18 22:42:00,positive,positive,positive,positive
: Read this excellent piece by ⁦⁩. Especially those who don’t get it that is a key win for . The Reason Putin Would Risk War - The Atlantic,European Union,2024-10-04 13:48:00,positive,neutral,positive,positive
of course.....but would you want Johnson and his bunch of criminals messing up Europe as well,European Union,2024-07-17 16:26:00,negative,negative,negative,negative
What amazing hearing she has! Imagine hearing what is going on all over Europe from the UK!,European Union,2024-08-31 18:56:00,positive,positive,positive,positive
": The US and EU gas deal announced, with joint investment in the move to hydrogen, brilliant news for Europe.",European Union,2024-07-21 22:02:00,positive,positive,positive,positive
Media mounting an attack on our democracy. Every attack on Boris is an attack on every one of us. The putrid stench of the EU is strong on this. MI5 should be investigating.,European Union,2024-10-19 21:39:00,negative,negative,negative,negative
: Never has it been more apparent how stupid is,European Union,2024-03-26 06:51:00,negative,negative,negative,negative
"even notts forest have got 2, this is proper iconic European Royalty",European Union,2024-12-15 13:12:00,positive,positive,positive,positive
"Thank you. I have very guilty, but will continue to support our re-entry to the EU.",European Union,2024-10-31 08:20:00,positive,positive,positive,positive
: Why after what we have seen of EU over the last 3 weeks would anyone in their right mind want to rejoin it. Thank goodness it will never happen.,European Union,2024-02-04 02:24:00,positive,positive,positive,positive
: QT : I believe this must be the Mother of All Ratio Inviting Tweets. Join the fun. ; Nonsense. It was a vote to leave the EU. We didn’t leave.,European Union,2024-05-21 16:29:00,positive,positive,positive,positive
QT : 🙌 ; I love my city. I love my country. I hate what Johnson the Tories and Brexit have done to it! Hands up if you're of the same mind?!,European Union,2024-11-15 18:33:00,positive,positive,neutral,positive
": I'd like my country back the way it was before 2010. Before Cameron, Brexit, Farage, Johnson, May's robot dance and the division and hate that and destruction of society that came with all of them.",European Union,2024-03-16 18:37:00,negative,negative,positive,negative
"Aussies are well placed to make this sort of judgement about the UK, the current Federal Govt pretty much operates in the same was, even to the point where the PM goes into hiding whenever there's a crisis.",European Union,2024-02-21 03:36:00,positive,positive,positive,positive
Liz Truss has done more trad than the EU has achieved.,European Union,2024-10-01 11:56:00,positive,positive,positive,positive
Looking at EU countries and their stance on refugees from Ukraine shows what a backward country we have become. No entry unless family live here. But if you are a Russian with money come on in,European Union,2024-09-05 18:38:00,neutral,neutral,neutral,neutral
": While other world leaders dithered, our 'non-stop' PM led the way for ; for the EU and the rest of the world. Well done - the UK is proud of you! 👌😁🇬🇧🇺🇦🇬🇧🇺🇦🇬🇧🇺🇦👏👏👏👏👏",European Union,2024-07-25 04:39:00,positive,positive,positive,positive
: +UPDATE+ 1st Russian private jets diverted from EU airspace after Oligarchs attempted to circumvent the new sanctions. Planes being diverted to Turkey.,European Union,2024-01-20 12:56:00,neutral,neutral,neutral,neutral
": QT : vote and retweet , let’s show the rejoinEU lot we and ; This is it, this is the Big One...please Retweet for a wider sample. After a General Election, what is your Dream Scenario?",European Union,2024-01-26 23:30:00,positive,positive,positive,positive
: Why are the media distracting us with what is happening to a tennis player in Australia whilst the wheels are falling off here at home?,European Union,2024-01-11 10:52:00,negative,negative,negative,negative
"His famous moment, with huge foam hands “ Let’s Bomb Russia” makes me laugh so much now!, an admired comedian of my time.",European Union,2024-09-08 22:43:00,positive,positive,positive,positive
Time to cut the crap and start calling this bollox out for what it is 🤬,European Union,2024-08-14 10:17:00,negative,positive,neutral,negative
QT : Not my EU! 😂😂😂 ; Dutch police baton charge military veterans. This is your EU.,European Union,2024-02-15 06:28:00,positive,positive,positive,positive
": BREAKING: Russian embassy in France says that a Russian cargo ship has been seized by French customs in the Channel, on suspicion of being linked to sanctioned interests, and is currently in Boulogne-sur-Mer port.",European Union,2024-09-05 16:55:00,neutral,neutral,neutral,neutral
But you helped make this happen. Apparantly means .,European Union,2024-02-03 09:45:00,neutral,neutral,positive,neutral
": It would work much better if people like you left the country and let us get on with it, rather than trying to sabotage everything. You lot are a disgrace. If you don't like it then move to the EU.",European Union,2024-10-18 00:11:00,negative,negative,neutral,negative
Aren't EU lovers the most pathetic little specimens in this world?,European Union,2024-01-30 07:02:00,negative,negative,negative,negative
Nicely summed up! And Brexiteers think that's a win!,European Union,2024-12-26 06:17:00,positive,positive,positive,positive
Name the Brexit staycation destination 2022.,European Union,2024-07-22 20:59:00,neutral,neutral,neutral,neutral
": Some pretty stark numbers here. The British public know they were lied to over the consequences of Brexit. One year on from Brexit, poll finds voters believe it has harmed UK’s interests | The Independent",European Union,2024-09-07 19:28:00,negative,positive,negative,negative
保守とか労働とか そんなことどうでも良いんだ 俺はこの英国を英国民のものにしたいんだ ブリュッセルの奴らの顔色を伺って暮らすのはもう真平だ グローバルブリテンの世を作る そしてその天辺にBrexit党が立つ そのためにはボリスの力が要るんだ どうしてもな。 だからそれまで辛抱しようぜ。,European Union,2024-10-27 17:22:00,neutral,neutral,neutral,neutral
": Has any lefties blamed Iran for her imprisonment yet ? Oh dear me no , that just wouldn't do at all will it.",European Union,2024-05-12 23:53:00,negative,negative,negative,negative
": 'Net Zero' should apply to all EU Supertrawlers! This is a disgrace and an EU scandal! Anger as EU supertrawler deposits 100,000 dead fish off French coast",European Union,2024-07-16 01:10:00,negative,negative,negative,negative
": Just in: David Sassoli, the president of the European parliament, has died at the age of 65. He was admitted to hospital in his native Italy on December 26 after a ‘dysfunction of his immune system’",European Union,2024-04-19 07:41:00,neutral,neutral,neutral,neutral
": Brexit isn't working: UK exports to EU plunge £20billion in first full year after Brexit. Sales to trading bloc down more sharply than to rest of world as businesses grapple with delays, extra costs and new red tape.",European Union,2024-11-29 13:32:00,negative,negative,negative,negative
You mean because we found more money than the EU were willing to find. Remember. EU stalling removing Russian businesses from SWIFT.,European Union,2024-11-27 05:38:00,neutral,neutral,positive,neutral
: Even Russian dictator Putin can’t be bothered to waste his time on disgraced Tory buffoon Liar Johnson. No phone call for him. 🙄,European Union,2024-11-07 09:45:00,negative,negative,negative,negative
QT : It just is theyll use it to deal with dissenting nations. ; Please can somebody explain to me why it was such a bad idea to have an EU army?,European Union,2024-08-04 12:54:00,negative,negative,negative,negative
"QT : Your tweets brighten my day. 🤣🤣 ; If you want to GTTO, are anti Brexit and realise the utter disaster it is and know the Tories are thigh deep in Russian money then let’s follow each other",European Union,2024-08-26 09:43:00,positive,positive,positive,positive
Russia laughing at the eu..stupid green agenda ..gender neutral rubblish..close coal mines etc..he can shut down the whole of germany at a fick of a switch..no heat power systems etc...,European Union,2024-10-26 03:00:00,negative,negative,negative,negative
We had a dependency on the EU for food whilst EU members. Gladly now we are breaking away from that.,European Union,2024-07-10 17:41:00,neutral,neutral,neutral,neutral
: This ‘subliminal messaging’ is pretty much in-your-face treason…,European Union,2024-12-16 03:30:00,negative,negative,negative,negative
Morning Mr Duck 🦆 well they don’t know what a woman is either so …..have a great time in Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,European Union,2024-05-21 08:41:00,positive,negative,positive,positive
: But he wanted to make him Prime Minister and overturn the EU referendum!,European Union,2024-06-01 06:09:00,neutral,neutral,neutral,neutral
What's next ' Labour supported Brexit '.😂😅,European Union,2024-01-30 19:25:00,positive,positive,positive,positive
Perhaps try harder with your European history studies….,European Union,2024-01-14 20:31:00,neutral,neutral,neutral,neutral
Not really - EU had to water down their last Russia sanctions round because some member states objected.,European Union,2024-08-02 12:24:00,neutral,neutral,neutral,neutral
: Starmer: Labour will partner with private sector and take advantage of ‘Advantages’ of Brexit???,European Union,2024-10-19 06:21:00,neutral,neutral,neutral,neutral
": QT : This (I can't retweet for a few days) ; The old concepts of fighting big tank battles on European land mass are over, said Boris Johnson last November, as he mocked the idea of armed conflict returning to Europe.",European Union,2024-09-30 20:50:00,negative,negative,negative,negative
Not sure with Claire Ainsley as Director of Policy I completely agree with that..their focus groups are mainly concentrated on the Red Wall and they sometimes seem very out of touch with the majority Pro Europe lot.,European Union,2024-07-02 16:19:00,negative,negative,negative,negative
Don't make hard Brexit work but seek to get much closer to EU,European Union,2024-10-12 05:18:00,negative,negative,negative,negative
": Looking back over the full pandemic, and comparing to some European countries, the importance of exiting Zero Covid with the vulnerable vaccinated is clear. (2/2)",European Union,2024-10-13 05:43:00,neutral,positive,neutral,neutral
: Moments like this makes me PROUD to be a European 🇺🇦🕊🇾🇪,European Union,2024-04-23 11:14:00,positive,positive,positive,positive
We have already had a great victory with covid. Rest of EU still in strict lockdown.,European Union,2024-06-18 11:16:00,positive,positive,positive,positive
": Ty 4 including me Sis🤗 Poor Charlie. I saw Bruce Jenner on Gutfeld last nite he looked beautiful🤔 hard 4 me 2 say she, he is against male trans⬅️ Women's sport's👍Adding whr's Louise",European Union,2024-03-01 15:03:00,negative,negative,negative,negative
"2/2 Mr Donaldson challenged Mr Johnson to “put right what he did wrong”, adding that he has the choice whether his legacy will be Brexit or the break-up of the Union.",European Union,2024-11-13 02:30:00,negative,negative,negative,negative
I wouldn't say Labour are worse than the Tory's but when it comes to Johnson's Brexit they are certainly no better. For the evil that is Brexit to fester it only needs to do nothing.,European Union,2024-12-14 12:33:00,negative,negative,negative,negative
": Apologise RMT, you invited to vote for and you were very wrong, it's not political scoring, it's the harsh reality for millions of workers and businesses across the country.",European Union,2024-03-11 06:21:00,negative,negative,positive,negative
: The top 10 richest and poorest areas in Northern Europe - 9 of the poorest areas are in the UK. Source: Eurostat / EU.,European Union,2024-08-22 04:20:00,neutral,neutral,neutral,neutral
"The BBC doesn't mention how shit BREXIT is either, so you can't have it both ways.",European Union,2024-02-11 15:21:00,negative,negative,negative,negative
": A Tory is finally admitting that the much lauded trade deal with Australia is loaded against the UK. The Tories know this, their own assessments show that it is",European Union,2024-11-20 01:00:00,positive,positive,positive,positive
": 🇺🇸Goodnight Wendy🥰 Hope you had a great day & have an even better weekend ahead🙏Hope you have a great night's sleep, sweet dreams my dear friend🙏🇺🇸 🇺🇸🙏FOLLOW👉 👈🙏🇺🇸",European Union,2024-03-27 18:48:00,positive,positive,positive,positive
NATO was always a higher priority foreign policy than the EU and still is. Britain will be pushing NATO to accept Finland and Sweden as members.,European Union,2024-02-15 04:39:00,positive,positive,positive,positive
Utter rubbish. First to send arms. First to detail sanctions which push EU and US into a corner to respond. £40m into neighbouring countries to help the humanitarian effort as asked by Ambassador.,European Union,2024-08-07 15:24:00,neutral,neutral,neutral,neutral
: “Maiden Japan” title was a pun on the Deep Purple album “Made in Japan.” Rolling Stone Italia named “Maiden Japan” the most important and best metal live EP ever. Thx as ever Paul. Have a great weekend you guys 😎😎.,European Union,2024-07-10 00:57:00,positive,neutral,positive,positive
: Flight compensation for stranded UK travellers is being taken away by this govt. It’s a standard consumer protection in EU.,European Union,2024-04-07 00:43:00,negative,negative,negative,negative
"This is like telling a Brexiteer what the EU is, they don't know or care sadly.",European Union,2024-12-21 11:19:00,negative,neutral,negative,negative
QT : To the Brexiters ; raises its ugly head again. Trade has fallen as a share of GDP by 12% MORE than any other large wealthy economy.,European Union,2024-06-05 05:04:00,negative,negative,negative,negative
Anyone with a brain understands that NATO (with massive USA involvement) kept the peace since WW2. The EU is a trading block.,European Union,2024-05-28 14:46:00,neutral,neutral,neutral,neutral
